#Gal_Name,Redshift,twomass_Ks,twomass_Ks_err,twomass_H,twomass_H_err,twomass_J,twomass_J_err,bessell_B,bessell_B_err,galex_NUV,galex_NUV_err,galex_FUV,galex_FUV_err,wise_w1,wise_w1_err,wise_w2,wise_w2_err,wise_w3,wise_w3_err,wise_w4,wise_w4_err,spitzer_mips_24,spitzer_mips_24_err,spitzer_irac_ch4,spitzer_irac_ch4_err,sdss_z0,sdss_z0_err,sdss_i0,sdss_i0_err,sdss_r0,sdss_r0_err,sdss_g0,sdss_g0_err,sdss_u0,sdss_u0_err,spitzer_irac_ch3,spitzer_irac_ch3_err,spitzer_irac_ch2,spitzer_irac_ch2_err,spitzer_irac_ch1,spitzer_irac_ch1_err,bessell_R,bessell_R_err,bessell_U,bessell_U_err,bessell_V,bessell_V_err,spitzer_mips_160,spitzer_mips_160_err,spitzer_mips_70,spitzer_mips_70_err
2MASX J12312585+0607391,0.11028,1.24967662773e-06,1.24759019554e-07,1.18618266512e-06,9.99724593776e-08,8.57168495236e-07,6.74745249243e-08,0.00000000000000000,0.00000000000000000,5.85587500617e-09,7.67006334343e-10,2.8110508901e-09,7.97301019003e-10,5.05622660325e-07,1.11098043906e-08,3.22775116497e-07,9.07799411389e-09,6.82044425157e-07,4.55581504981e-08,8.70706622907e-07,2.81617389287e-07,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,5.88762198748e-07,5.20517763701e-09,5.28154325347e-07,3.02946846599e-09,3.03039367002e-07,1.36876893418e-09,1.36512019612e-07,7.29826494079e-10,2.46472018495e-08,1.32194987607e-09,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000
2MASX J13031054-2159149,0.02377,3.20265517652e-06,1.95263012944e-07,3.4931615089e-06,1.43762049022e-07,2.84483640127e-06,9.99724593776e-08,0.00000000000000000,0.00000000000000000,3.44533424687e-08,1.3963095566e-09,2.30456547824e-08,1.84109060865e-09,1.1870213473e-06,1.95476353265e-08,6.55740558961e-07,1.17376165677e-08,2.15201187497e-06,4.31430165328e-08,2.72460687331e-06,2.12636654604e-07,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000
2MASX J13583377+3847504,0.06,6.17960969451e-07,6.52712751308e-08,6.79757066396e-07,5.37042137152e-08,5.59107543789e-07,3.58028091435e-08,0.00000000000000000,0.00000000000000000,6.78285730754e-09,7.35334618562e-10,4.91426104277e-09,9.46020380061e-10,2.92319999553e-07,6.55148516074e-09,1.74635304806e-07,5.41929048089e-09,4.84668353671e-07,2.92449268221e-08,8.47820371987e-07,2.03899355713e-07,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,4.29630007332e-07,3.99339025062e-09,3.73719252954e-07,1.6138804737e-09,2.62486278452e-07,1.09336271e-09,1.30066070713e-07,7.49104929771e-10,3.03095142159e-08,1.0740842743e-09,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000
2MASX J14201699-2211186,0.05,2.71843124295e-06,1.26962269347e-07,2.93314000243e-06,1.19526301294e-07,2.25990067185e-06,7.57367116497e-08,0.00000000000000000,0.00000000000000000,3.19151834011e-08,1.89204076012e-09,2.27991589519e-08,2.73753786836e-09,3.26072767378e-07,2.13645755499e-08,2.32481311281e-07,1.53944271791e-08,1.06684337216e-06,7.65931116786e-08,1.48922338715e-06,4.74381609361e-07,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000
2MASX J14564322+0919361,0.07949,2.05838526257e-06,1.5808317268e-07,1.82833043911e-06,1.25585238226e-07,1.62551895e-06,8.5375929496e-08,0.00000000000000000,0.00000000000000000,9.12651700978e-09,1.00936381162e-09,5.79828966243e-09,1.33296612503e-09,1.09884017486e-06,2.11784526834e-08,8.4102333628e-07,1.55046720052e-08,4.58480282948e-06,6.91552196661e-08,1.54376022762e-05,3.75154014101e-07,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000
2MASX J14593310+1640070,0.035001,3.4145588518e-06,1.69650234095e-07,4.28317470007e-06,1.44312861471e-07,3.35465431054e-06,8.06940236849e-08,0.00000000000000000,0.00000000000000000,3.36813283233e-09,9.41889286698e-10,1.30591899946e-09,8.81299917378e-10,1.46536741274e-06,2.73016607966e-08,7.92537912292e-07,1.47659904842e-08,3.55739969482e-07,2.31976093119e-08,5.15693726141e-07,1.76875093504e-07,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,1.64138443052e-06,7.05039933903e-09,1.20258366579e-06,4.39272927568e-09,8.27281714796e-07,3.16992564032e-09,3.75900996405e-07,1.72404296337e-09,6.81114634123e-08,9.54282566786e-10,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000
2MASX J15060265+0733415,0.037688,1.09066046234e-06,9.06086477554e-08,9.24690391983e-07,8.01432112366e-08,7.73539077909e-07,4.874690168e-08,0.00000000000000000,0.00000000000000000,2.22874094478e-09,1.95813825392e-10,7.79466580422e-10,1.90443404021e-10,5.8851634532e-07,1.15849519695e-08,4.39776528313e-07,9.40978980282e-09,3.98239802122e-06,6.47598841421e-08,1.7709400019e-05,4.2439438411e-07,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,4.70050949258e-07,4.2095841366e-09,3.30458265084e-07,1.69374827871e-09,2.17094779528e-07,1.05480583861e-09,9.83076291734e-08,5.26025888185e-10,2.16946591965e-08,8.22087579179e-10,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000
2MASX J15322270+4150586,0.0428,6.27676987451e-07,7.4635086753e-08,8.92431735712e-07,5.83861195263e-08,7.58566975355e-07,3.74552464886e-08,0.00000000000000000,0.00000000000000000,1.22560625038e-08,1.11264114569e-09,8.41860604022e-09,1.51473423299e-09,3.75811901319e-07,7.69090861835e-09,2.24721200638e-07,5.17372915379e-09,8.90751707377e-07,2.43053828775e-08,1.00696841354e-06,1.52838106882e-07,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,6.60399484427e-07,5.83861195263e-09,6.09828352737e-07,2.52822913798e-09,4.1349337088e-07,1.46516111264e-09,2.24297842909e-07,9.25364913247e-10,6.03878807832e-08,2.00771137428e-09,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000
2MASX J15453055-1309057,0.0285,2.54991874043e-06,1.26411456899e-07,2.70111584523e-06,8.39988983751e-08,2.21483326493e-06,6.33434315616e-08,0.00000000000000000,0.00000000000000000,2.27204298026e-08,5.4943541724e-10,1.31582345259e-08,8.26218672542e-10,1.83340549787e-06,2.73135172324e-08,1.32779811126e-06,2.06053458561e-08,1.33796472475e-05,1.41189164389e-07,1.93956280864e-05,4.45464731014e-07,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000
2MASX J16174359+3457534,0.02704,1.01911171845e-06,7.40842743046e-08,1.1559638635e-06,7.24318369595e-08,9.37582780977e-07,4.62682456624e-08,0.00000000000000000,0.00000000000000000,5.6924668845e-09,5.06747452492e-10,2.11101713108e-09,8.12448361333e-10,4.02226360517e-07,9.11044846692e-09,2.24462629669e-07,6.25734215854e-09,1.7638297501e-07,2.88875270917e-08,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,1.16324323292e-07,1.57532360231e-09,7.86171897092e-07,5.72844946296e-09,7.27936941752e-07,2.58331038281e-09,4.54232651653e-07,1.33021206279e-09,2.28863374487e-07,8.8405397962e-10,4.89173624857e-08,1.65519140733e-09,1.31756586457e-07,9.66675846874e-10,2.01784120254e-07,3.97961993941e-10,2.88554203711e-07,3.74552464886e-10,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000
2MASX J17353788+0848387,0.03,3.3878357993e-06,2.0490223079e-07,3.54203448361e-06,1.66620765629e-07,2.86628142591e-06,1.09060864776e-07,0.00000000000000000,0.00000000000000000,2.61911000548e-08,1.11401817681e-09,1.15649013229e-08,1.32883503167e-09,1.30172285291e-06,2.03856435631e-08,8.9617339463e-07,1.40345321539e-08,6.04929360205e-06,7.10512555915e-08,1.41176967147e-05,3.47427574944e-07,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000
2MASX J18383792+4131473,0.069,8.50952885293e-07,8.70283668411e-08,9.33091194684e-07,6.44450564583e-08,7.19531590267e-07,4.68190581107e-08,0.00000000000000000,0.00000000000000000,1.0792973854e-08,1.27926191132e-09,1.47191850429e-09,9.30873037731e-10,1.46057051564e-07,7.10406583111e-09,1.02422659037e-07,5.77248483995e-09,5.52215590142e-07,3.53859281209e-08,1.18950931649e-06,2.7826223862e-07,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000
2MASX J21382451-0445392,0.11,7.02155389076e-07,8.73037730653e-08,5.73375798067e-07,8.56513357202e-08,6.10169966927e-07,4.5717433214e-08,7.42015738675e-08,7.79399614431e-09,1.04863381251e-08,4.70944643349e-10,6.58155695481e-09,5.1776370146e-10,2.69720856024e-07,6.4708959079e-09,1.77986903087e-07,5.74254671766e-09,6.71893846228e-07,3.39064505766e-08,6.84478557864e-07,2.21971758036e-07,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000
2MASX J21471478+0749383,0.077,1.25131480477e-06,1.13742770587e-07,1.28486211857e-06,8.28972734784e-08,1.13054447509e-06,5.72844946296e-08,0.00000000000000000,0.00000000000000000,2.23592846483e-08,1.05480583861e-09,1.31002260392e-08,1.42247314789e-09,5.25744247318e-07,1.03356966325e-08,3.28282737697e-07,7.44665400385e-09,1.79457107493e-06,4.47781779793e-08,3.73267216245e-06,2.45544877906e-07,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000
2MASX J22040319-1013059,0.05,1.02411670275e-06,1.343982374e-07,9.96927763742e-07,1.0603139631e-07,9.72759817955e-07,7.32580556321e-08,3.1418329524e-07,3.33241531259e-08,2.13584220899e-08,1.30542550262e-09,1.17290061901e-08,1.57256954007e-09,3.10789637094e-07,7.56770877578e-09,1.98582075998e-07,6.66960200649e-09,8.75896242906e-07,5.44232168861e-08,2.20654021927e-06,3.31638288254e-07,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000
2MASX J22253147+3859010,0.04,8.08890744076e-07,7.1605618287e-08,8.71681349781e-07,6.19664004406e-08,6.31599622087e-07,3.88322776095e-08,0.00000000000000000,0.00000000000000000,2.50054353306e-08,9.77692095841e-10,1.16901333562e-08,1.52024235748e-09,4.97694142387e-07,1.02538665996e-08,3.15962867472e-07,8.02863375976e-09,2.32781607789e-06,5.27553386607e-08,3.87443025912e-06,3.13973963099e-07,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000
