# id z zbest use_grism1 s0 s1 Ha_flux Ha_error Ha_scale_to_photom Ha_EQW_obs Ha_EQW_obs_err OIII_flux OIII_error OIII_scale_to_photom OIII_EQW_obs OIII_EQW_obs_err OIIIx_flux OIIIx_error OIIIx_scale_to_photom OIIIx_EQW_obs OIIIx_EQW_obs_err OII_flux OII_error OII_scale_to_photom OII_EQW_obs OII_EQW_obs_err uvj_flag sn_F160W sfr sfr_IR sfr_UV L_IR L_UV flag z_sfr z_type f24tot ef24tot L_1600 L_2800 beta
8443.0 1.84909 1.849 1.0 -0.083 -0.326 -99.0 -99.0 -99.0 -99.0 -99.0 22.91 1.37 1.093 52.999378749 3.28525950391 0.11 0.27 1.045 0.238672699002 0.52999378749 3.93 12.03 0.993 10.3857722992 18.9569301075 1.0 199.96682439 150.39 119.57 30.812 1.097e+12 128490000000.0 0.0 1.8491 2.0 439.2 21.78 105390000000.0 85659000000.0 -1.35
6487.0 0.90694 0.907 1.0 0.155 0.065 25.98 2.63 0.862 32.7278257313 3.36665023546 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 2.0 257.757314026 45.454 42.967 2.4874 394190000000.0 10373000000.0 0.0 0.9069 2.0 930.7 22.72 2801000000.0 6915300000.0 0.29
1620.0 -99.0 1.262 -1.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 2.0 187.085333239 106.44 98.209 8.2297 901000000000.0 34319000000.0 0.0 1.2619 1.0 600.9 29.08 13207000000.0 22879000000.0 0.07
26745.0 0.72547 0.725 1.0 -0.029 -1.322 0.0 0.0 0.778 0.0 3.33242536816 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 3.0 175.405739275 1.3867 0.97339 0.41332 8930100000.0 1723600000.0 0.0 0.7255 2.0 31.31 16.36 248690000.0 1149100000.0 1.82
2418.0 0.77624 0.764 0.0 0.03 -0.848 41.45 2.65 0.831 66.4268342116 4.53204521911 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 2.0 193.111523706 24.002 21.614 2.3875 198290000000.0 9956400000.0 0.0 0.7762 2.0 602.2 28.25 3952400000.0 6637600000.0 0.05
371.0 1.14149 1.16 0.0 0.287 1.774 23.32 3.18 0.745 46.7291465288 6.40208452993 0.23 0.59 1.204 0.649080780204 1.53631350135 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 2.0 104.550267412 24.161 21.412 2.7489 196440000000.0 11463000000.0 0.0 1.1415 2.0 203.9 23.18 5135700000.0 7642100000.0 -0.33
3874.0 0.66529 0.664 1.0 0.102 0.043 13.08 5.54 0.913 47.5712938888 18.6574110215 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 2.0 143.591729368 4.6647 4.3412 0.32344 39828000000.0 1348800000.0 0.0 0.6653 2.0 167.6 21.5 356960000.0 899190000.0 0.77
31860.0 -99.0 0.837 -1.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 2.0 301.2711885 2.5615 1.7894 0.77209 16417000000.0 3219700000.0 0.0 0.837 1.0 44.68 18.24 218070000.0 2146500000.0 3.28
11363.0 2.10341 2.104 1.0 0.044 -1.365 -99.0 -99.0 -99.0 -99.0 -99.0 4.37 39.17 1.104 12.2897071286 9.97612303885 0.03 0.16 0.915 0.0741120251594 0.89578882584 1.86 4.0 0.738 5.69051462746 6.44130166494 1.0 138.40991955 169.1 152.74 16.367 1.4013e+12 68251000000.0 0.0 2.1034 2.0 396.6 104.0 27516000000.0 45501000000.0 0.03
20791.0 0.24297 0.25 1.0 -0.18 0.099 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 3.0 627.324336139 0.41002 0.19315 0.21687 1772000000.0 904370000.0 0.0 0.243 2.0 97.0 16.07 62166000.0 602920000.0 4.67
5807.0 -99.0 1.186 -1.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 2.0 223.072098831 36.783 31.207 5.5757 286300000000.0 23251000000.0 0.0 1.1862 1.0 254.8 26.22 8498300000.0 15501000000.0 0.18
29115.0 -99.0 1.442 -1.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 3.0 111.783319074 9.0601 7.8729 1.1871 72229000000.0 4950500000.0 0.0 1.442 1.0 29.54 23.2 727200000.0 3300300000.0 1.84
33472.0 -99.0 0.418 -1.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 3.0 178.486684221 2.1318 1.3227 0.80904 12135000000.0 3373800000.0 0.0 0.4179 1.0 159.0 27.12 676520000.0 2249200000.0 0.64
8412.0 0.693 0.683 1.0 -0.001 -0.26 21.81 4.92 0.943 56.4205552274 12.9828706438 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 159.781462549 9.9675 8.214 1.7535 75357000000.0 7312500000.0 0.0 0.693 2.0 292.5 20.88 4038100000.0 4875000000.0 -0.44
31207.0 -99.0 1.289 -1.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 3.0 121.378136134 5.0388 4.0782 0.96064 37415000000.0 4006000000.0 0.0 1.289 1.0 22.51 15.9 387260000.0 2670700000.0 2.58
8297.0 0.75242 0.753 1.0 0.071 -0.287 24.11 2.26 0.881 71.3299323222 7.17293799432 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 2.0 223.027089989 10.715 9.6135 1.1017 88197000000.0 4594100000.0 0.0 0.7524 2.0 285.7 29.83 1531700000.0 3062700000.0 0.27
27916.0 0.68708 0.688 1.0 -0.007 -0.393 230.92 3.7 0.919 156.092182943 2.81551556536 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 2.0 479.267543857 282.03 278.46 3.563 2.5547e+12 14858000000.0 0.0 0.6871 2.0 10090.0 49.68 7062100000.0 9905500000.0 -0.45
18082.0 0.19722 0.249 0.0 0.095 0.238 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 3.0 1050.40289483 0.42751 0.067924 0.35959 623160000.0 1499500000.0 0.0 0.1972 2.0 57.44 24.52 92556000.0 999690000.0 7.03
7067.0 0.5388 0.711 0.0 0.213 -0.005 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 2.0 242.395037648 5.6472 5.4274 0.2198 49792000000.0 916600000.0 0.0 0.5388 2.0 328.6 25.3 235350000.0 611060000.0 0.57
31838.0 -99.0 0.87 -1.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 103.896370915 6.2786 4.4249 1.8537 40595000000.0 7730200000.0 0.0 0.8702 1.0 105.0 25.14 6229600000.0 5153500000.0 -1.53
1014.0 -99.0 2.15 -1.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 168.000244212 150.42 119.73 30.691 1.0984e+12 127990000000.0 0.0 2.1503 1.0 290.0 30.75 75696000000.0 85323000000.0 -0.52
26738.0 -99.0 1.33 -1.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 138.380664153 17.118 11.569 5.5491 106140000000.0 23141000000.0 0.0 1.3296 1.0 55.23 20.89 10839000000.0 15427000000.0 -0.23
29896.0 -99.0 0.257 -1.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 2.0 1199.8712248 1.1646 0.75411 0.41052 6918400000.0 1711900000.0 0.0 0.2572 1.0 328.0 15.26 346570000.0 1141300000.0 0.62
7817.0 0.74892 0.75 1.0 0.075 -0.57 0.0 0.01 0.828 0.0 2.02982412003 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 2.0 144.22412794 1.8385 0.6282 1.2103 5763300000.0 5047300000.0 1.0 0.7489 2.0 18.86 23.42 3325900000.0 3364900000.0 -1.09
1489.0 0.92418 0.922 1.0 -0.104 -0.84 0.0 0.0 1.018 0.0 111.257782536 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 3.0 239.118200069 -99.0 -99.0 1.2534 -99.0 5226700000.0 2.0 0.9242 2.0 -29.3 21.95 1021000000.0 3484400000.0 0.62
22737.0 0.72806 0.73 1.0 -0.082 -0.427 15.48 2.3 0.992 12.6963184149 1.89808224251 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 3.0 648.442870184 21.213 19.676 1.5363 180520000000.0 6406600000.0 0.0 0.7281 2.0 628.0 22.3 1092400000.0 4271100000.0 1.55
11092.0 1.21777 1.22 0.0 -0.065 -1.096 0.15 0.9 1.114 0.320141403302 1.97946585985 83.64 7.43 0.828 117.207825879 10.7675728322 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 3.0 308.937446062 6.1235 3.6587 2.4648 33566000000.0 10279000000.0 0.0 1.2178 2.0 26.55 23.6 1564900000.0 6852500000.0 1.61
5656.0 0.79769 0.797 1.0 0.115 -0.376 33.03 2.68 0.836 36.507962997 3.065044585 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 2.0 366.528133076 41.878 38.78 3.0984 355780000000.0 12921000000.0 0.0 0.7977 2.0 1029.0 23.64 5383100000.0 8613900000.0 -0.09
28571.0 -99.0 0.729 -1.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 127.143272853 14.382 10.741 3.6413 98540000000.0 15185000000.0 0.0 0.7285 1.0 342.4 20.55 9502700000.0 10123000000.0 -0.63
32534.0 -99.0 0.853 -1.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 2.0 128.721872144 11.686 10.714 0.9719 98297000000.0 4053000000.0 0.0 0.8531 1.0 262.2 18.91 1775900000.0 2702000000.0 -0.3
9769.0 0.73672 0.741 1.0 0.022 -0.455 0.0 0.0 0.891 0.0 0.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 3.0 135.86014943 0.45271 0.19116 0.26156 1753700000.0 1090700000.0 1.0 0.7367 2.0 5.946 27.3 152960000.0 727150000.0 2.03
25477.0 1.60648 1.604 1.0 -0.105 0.494 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.0 1.149 0.0 0.0038365918787 0.0 0.0 1.23 0.0 0.0115097756361 -99.0 -99.0 -99.0 -99.0 -99.0 3.0 214.247120892 6.7325 3.6985 3.0339 33932000000.0 12652000000.0 1.0 1.6065 2.0 12.52 19.74 1089000000.0 8434600000.0 2.47
22801.0 0.72633 0.726 1.0 0.007 -0.396 45.86 2.97 0.913 77.3258878662 5.46245503467 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 195.444586512 15.096 12.194 2.9023 111870000000.0 12103000000.0 0.0 0.7263 2.0 391.3 16.43 5914300000.0 8068600000.0 -0.42
10366.0 -99.0 0.852 -1.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 115.386323524 10.333 6.2526 4.0806 57363000000.0 17017000000.0 0.0 0.8516 1.0 153.3 22.31 12290000000.0 11345000000.0 -1.14
7208.0 1.25353 1.251 1.0 -0.006 0.047 0.0 0.0 1.004 0.0 0.0 0.04 0.52 1.017 0.128686993295 2.76011413205 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 3.0 159.404485128 1.9213 0.43464 1.4866 3987500000.0 6199500000.0 1.0 1.2535 2.0 2.746 25.67 596710000.0 4133000000.0 2.39
4502.0 2.0147 2.027 1.0 0.102 0.014 -99.0 -99.0 -99.0 -99.0 -99.0 0.04 0.17 0.902 0.162536902511 1.62868610475 0.0 0.0 0.904 0.0 0.0165853982154 5.94 2.33 0.906 42.3756924404 16.6152519322 1.0 121.925421811 71.666 63.072 8.594 578650000000.0 35838000000.0 0.0 2.0147 2.0 186.4 45.35 19829000000.0 23892000000.0 -0.49
30618.0 -99.0 0.895 -1.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 3.0 162.672570748 1.8684 1.1464 0.72199 10518000000.0 3010800000.0 0.0 0.8948 1.0 25.68 19.66 529300000.0 2007200000.0 1.5
21966.0 0.22079 0.222 1.0 0.021 0.157 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 3.0 595.011993205 0.14789 0.0042993 0.14359 39444000.0 598790000.0 1.0 0.2208 2.0 2.744 18.28 119940000.0 399190000.0 0.82
13400.0 -99.0 0.631 -1.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 192.621281279 6.0065 4.1171 1.8894 37772000000.0 7879100000.0 0.0 0.6314 1.0 174.8 23.45 5823700000.0 5252700000.0 -1.0
20450.0 -99.0 0.892 -1.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 3.0 145.279961154 0.82949 0.58388 0.24561 5356700000.0 1024200000.0 1.0 0.8923 1.0 13.17 29.16 74837000.0 682820000.0 2.68
15796.0 1.25353 1.254 1.0 0.044 -0.08 9.8 1.11 0.961 56.7642764907 6.74053595914 2.19 2.0 0.94 9.97546072162 7.86321903858 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 132.662763808 24.071 21.115 2.9569 193710000000.0 12331000000.0 0.0 1.2535 2.0 133.4 24.4 5221500000.0 8220500000.0 -0.1
28467.0 -99.0 1.13 -1.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 3.0 104.327162643 7.21 6.6776 0.53247 61262000000.0 2220500000.0 0.0 1.1302 1.0 65.9 19.59 1152200000.0 1480300000.0 -0.62
20236.0 0.06983 0.225 0.0 0.276 0.143 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 3.0 578.458128113 0.03306 0.016829 0.016231 154390000.0 67687000.0 0.0 0.0698 2.0 160.0 17.1 63764000.0 45124000.0 -1.64
31411.0 -99.0 0.697 -1.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 3.0 275.866174388 0.935 0.1525 0.7825 1399000000.0 3263200000.0 1.0 0.6924 1.0 5.44 20.63 309340000.0 2175400000.0 2.88
16510.0 1.08027 1.079 1.0 -0.037 0.259 0.0 0.0 1.044 0.0 0.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 3.0 131.106028994 -99.0 -99.0 0.34056 -99.0 1420200000.0 2.0 1.0803 2.0 -50.3 28.67 207720000.0 946780000.0 1.89
9031.0 0.49108 0.492 1.0 0.044 -0.336 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 205.290725578 2.9473 1.8677 1.0796 17135000000.0 4502300000.0 0.0 0.4911 2.0 144.1 19.69 2668200000.0 3001500000.0 -0.72
33788.0 -99.0 0.517 -1.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 3.0 382.667865069 -99.0 -99.0 0.34325 -99.0 1431400000.0 2.0 0.5196 1.0 -22.26 17.11 189930000.0 954260000.0 2.15
17406.0 1.73601 1.74 1.0 -0.01 -0.027 -99.0 -99.0 -99.0 -99.0 -99.0 5.51 3.12 1.009 15.7053519541 7.62789609687 0.99 1.65 1.006 3.00072002661 5.34354772095 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 141.033748957 67.034 59.113 7.921 542320000000.0 33032000000.0 0.0 1.736 2.0 219.1 24.75 16254000000.0 22021000000.0 -0.44
18089.0 0.37851 0.377 1.0 -0.039 -0.022 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 3.0 639.470811043 0.30313 0.067185 0.23594 616370000.0 983910000.0 1.0 0.3785 2.0 10.63 18.03 225530000.0 655940000.0 0.6
