# mass tage logtau dust2 duste_gamma logzsol dust1 dust_index duste_umin duste_qpah 
19320649633.6 12.4851052713 -0.204098636056 0.194784679522 0.623461454334 -1.41074785799 0.380559691422 -0.122433446819 21.0724248666 1.23466834164 
84955176961.7 10.0917425796 -0.342128291645 0.409951236443 0.808196006848 -1.0983701244 0.686747083076 -0.775345001342 20.1089779348 8.98043039439 
19189211553.2 3.19053671569 1.14421219991 0.40102917609 0.84321826725 -0.17489155848 0.244567476514 -0.254125287386 9.56291990904 2.99714589615 
66090989453.4 12.5346542454 1.43484195322 0.157283081106 0.759945146959 -0.734227126621 0.243991133841 0.375077471707 10.8233167618 7.47951820999 
37186818271.4 7.27312271842 1.28079399462 0.20877747732 0.302616118347 -1.26753486908 0.358814389627 -0.880186533153 24.6129622427 0.822790130979 
17983513057.9 5.90268952062 1.49333603313 0.0320913797989 0.675880499916 -1.23932704312 0.0339152217606 -0.259714693288 9.19609715119 2.80397720131 
91559292848.8 4.58035811639 1.20161169742 0.358893664174 0.0447152611961 -0.30455633356 0.679358361457 -0.259281395905 5.79907394099 2.61619894686 
10887889803.3 3.36750920693 0.00833622759446 0.271415079769 0.559113445128 -1.49125718159 0.177116710218 -0.240645235689 3.15957038811 9.76461109389 
61430680095.1 10.5423241953 1.96402994472 0.499317160854 0.0441583049708 -1.05717391 0.953437443687 -1.04728158268 17.8539230256 7.96225321532 
76778127624.3 7.63971171112 1.05992585321 0.410199419234 0.800226910787 -1.50492342818 0.802805756182 -0.660721939137 1.78890579824 0.170483110485 
18861132191.7 12.4600115729 -0.345967269011 0.0872198574611 0.527096292076 -1.92339338653 0.132711859539 -0.818213415534 11.1675103987 8.49099026547 
11459690529.0 1.51680181365 1.23182384334 0.443978934813 0.519467113459 -0.0398872775145 0.437344614324 0.200506485545 17.2912558605 5.98640378998 
49426859923.9 13.3271274866 1.51723486349 0.345015073189 0.310042720675 -1.76312225954 0.632316007474 0.0261336692873 19.384968256 7.06634630483 
23228287656.1 9.02202959791 -0.642499070378 0.410274023105 0.0228616986357 -0.27725076119 0.647052942235 0.287219818228 9.42391409469 7.26052753957 
16369569654.6 7.45700617106 0.232271795765 0.273462437444 0.315103442089 -1.75091239818 0.443204864956 -0.254922561042 1.7704796818 8.19405105734 
71372124615.1 12.469722611 0.567368453958 0.0144312581537 0.0508315094046 -1.45475137032 0.0217180056391 -1.11034991802 14.2502538232 3.20669259095 
71561929388.1 8.15759084135 -0.515582146903 0.381640131011 0.52154112432 -1.60416355907 0.404108860488 -0.959699224495 11.6591786163 3.59565070002 
21353314702.5 3.9225408193 -0.365299924531 0.473447508659 0.484590974764 -0.719929953334 0.442990110457 0.137802383466 23.0189057181 3.66921621222 
57878947253.3 9.23890625462 1.71258338797 0.123892935328 0.1752878507 -1.49256206767 0.21858866712 -0.716516430305 24.6123568043 9.15779445347 
50142849449.6 12.286551997 1.50839721595 0.319158399146 0.457404254689 -1.70822222536 0.244985877215 0.2265689878 14.0455862891 2.63256514869 
22001961472.2 9.91465628443 -0.723640546808 0.0948329604882 0.130952546483 -0.731962516339 0.18286702071 -1.22446535531 16.7009525663 0.865768126265 
18381046088.5 0.581085838109 0.0382356931884 0.304806941794 0.573304955566 0.133012833986 0.560498401484 -0.677618211009 23.5642968725 9.01071757706 
15444423625.8 9.16200230122 -0.434122321647 0.0133252245839 0.324674861507 -1.08572887423 0.00722080857743 -0.103029073692 1.8829479953 1.59974963339 
85515653627.1 7.61837211701 0.125511927759 0.414484818441 0.603393259396 -1.66630934581 0.718129801731 -0.30221626018 15.9001271896 5.97731814396 
47711595862.1 8.70700148568 -0.160048923346 0.0650596595485 0.472959740129 0.0234280977449 0.0776128547847 -0.0618221920829 12.2642474352 8.06969062226 
27672286636.3 11.4077740168 1.90624254591 0.482584517585 0.0201147030832 -1.94305874261 0.242656872293 -0.870364062334 21.7214167537 2.57698713259 
43503771393.9 7.79891457301 -0.175295137656 0.486174742655 0.68741554466 -0.334265469011 0.836174980089 -1.03016908074 1.12598758834 9.77223170594 
33398833536.9 10.4087739466 0.996171714134 0.373201358349 0.301352584586 -0.0516580854384 0.503225140007 -1.29369589862 2.76047875004 4.09997558345 
73104818795.9 7.26963204898 1.35088093746 0.105914715173 0.937904398863 0.0785933290462 0.199966015614 -0.6816826708 16.0306162457 3.3118715895 
43271971344.0 13.2960419461 1.35673222008 0.231543129413 0.460336092807 -1.49008319749 0.42069700005 -0.945952904545 24.0317730828 4.16830038987 
93943156724.7 0.78336352129 1.4043521656 0.449521200917 0.169694721856 -0.860744150458 0.663678333774 -0.611610720177 13.8366456294 9.36862561949 
34738112601.1 0.499722005111 0.333326310525 0.271508500669 0.472055935782 -0.889129254593 0.294074272047 0.206824683829 4.59924724522 9.76408376412 
20676874312.9 2.35702614463 -0.359065254036 0.403588423299 0.14246814044 -0.520105750302 0.463012983168 -0.307569942916 8.99668290563 7.6423084436 
77359870321.5 13.3075662848 -0.978195075643 0.21563186673 0.20792408303 -0.75531525782 0.235774188284 -0.255732513334 2.23624399751 1.20944236361 
36808841193.7 5.69483325504 0.944729446211 0.100072853314 0.378409045161 -1.71044099907 0.18096210317 -1.15756396346 17.0925350905 0.906966775439 
39092835527.9 10.5680446418 0.39247562945 0.165299349007 0.758349502202 -1.06034802655 0.246433977397 -0.463490530595 20.034065114 4.52968220715 
10500445981.1 3.62591988746 -0.263618809407 0.34981372722 0.830972779116 -1.07948853583 0.559205076248 -0.844638023817 0.438882922112 5.93176735618 
16535307113.5 5.2774344233 -0.556786353949 0.180381741212 0.918442223747 -1.75147491173 0.122889066453 0.0897501607435 6.21710316985 4.11254649318 
14420860991.4 6.87856899325 0.287365611661 0.412246856934 0.00262875266433 -1.77503046275 0.370593455942 -0.249744943688 24.3762053545 6.68411376063 
32367274891.1 3.2021630958 -0.0292598225198 0.368781130198 0.274163566322 -0.470955019899 0.536933086222 -0.198027534357 2.19379780456 2.35669638304 
28358017445.1 0.561976574747 -0.54642436652 0.229452354126 0.169056392132 -1.48597622818 0.447246092698 -0.821714672451 2.95297838136 5.08262123624 
10189102304.5 11.6901033575 1.97982075651 0.0358482995365 0.139876396163 0.188500664885 0.0350759307574 -0.536363876711 4.05025375068 2.3968709538 
38146501586.7 9.92371624505 0.0447075181226 0.269593641051 0.186839248923 -0.133778573685 0.524029836859 -0.824721007874 17.6890564425 0.258478365343 
44858950815.3 2.56938890477 -0.893740722003 0.467897306991 0.445805239126 -0.749317982053 0.424153377472 -0.333103405703 23.4009660352 3.03724860799 
15945852106.9 11.7602207745 0.269815456789 0.262455115475 0.505720261024 -1.9687831123 0.227433630102 -0.795140510045 20.5874956447 2.72078697775 
32759788331.8 13.0294533078 0.54593439541 0.458098188022 0.209162237921 -0.813719574178 0.807044578671 -0.489176258998 5.1157065585 5.7748624802 
58857636575.5 0.352351888346 -0.818242890948 0.124654990396 0.185880404508 0.122528127682 0.223623193944 0.180512375002 12.8916306056 9.08726754696 
30266487419.7 5.5415557396 0.703734605394 0.488461937505 0.720973630436 -1.87919188674 0.5839506062 0.193537267297 8.82477450174 7.71357355329 
86501012854.2 11.0511237257 -0.901608993251 0.305930979834 0.0783022457377 -0.100067414723 0.28565273523 -1.13821896141 11.0205609674 0.842070995507 
37281689954.6 4.52212272369 0.489787607651 0.402488222598 0.347600071887 -1.29272867652 0.426951914583 -0.253746419879 10.7255289772 1.02150125536 
17117208010.9 12.7196516438 1.06718232285 0.127405009088 0.388752745137 -0.359493867424 0.239854808914 -0.448653700123 20.7593254739 5.58919565144 
27030829283.0 9.28915291652 1.64763968554 0.386276813137 0.73292970965 -1.00179969483 0.416771968035 -0.228221620683 16.5489596876 9.46736499862 
18564795549.1 10.2472109035 -0.735135122479 0.26937609458 0.706207443359 -0.303969921276 0.171306451219 -0.421104877515 19.0775750945 8.19113639866 
10861972267.2 11.9606234987 0.214354416411 0.381215095331 0.931712864102 -0.183821553462 0.641362449422 -1.03850078782 3.7682846608 5.51627324225 
17290286253.1 12.7169815618 -0.266890053502 0.240272568832 0.862828159218 -0.11850132111 0.427770168237 -1.23760084675 13.952763466 4.72495007942 
18954757276.0 9.25627028078 1.92252831554 0.0447457474972 0.380281313825 0.168135732485 0.0786337199299 0.380325081831 19.5345733228 4.02567989239 
62538386865.7 3.33482612968 0.117771251734 0.460454313931 0.411218994355 -0.351695216382 0.574157468078 -0.329509326683 10.1095284503 0.259899565698 
48122985601.9 6.99284720443 0.233947666984 0.478216826981 0.692913082622 -1.12474135132 0.39772060061 -0.0341966767565 17.314992069 9.79693344569 
60544145794.8 7.39215033785 1.21065249209 0.0225475551524 0.0169933556859 -1.59609285384 0.0121893347514 -0.0263755521915 12.3098041988 4.07208537511 
31303081710.7 11.3504036465 1.94588622788 0.29064044268 0.175127145782 -1.16088979618 0.47966385577 -0.272981466606 5.73143824416 7.32430415727 
14520647264.7 9.7011635749 1.80147952411 0.0124709980798 0.329491850009 -1.00243513039 0.0193911629002 -0.062336837781 12.2831274868 9.23984434189 
13242873981.4 8.33746135124 -0.166323643699 0.48052226789 0.690725843129 -0.712414753811 0.738397625569 -0.0354878758096 12.6862294043 3.03297029899 
57266666998.9 5.91592812326 -0.677668611473 0.213899473073 0.705151455813 -0.0675868491375 0.121473218389 -1.03095327231 22.1097621039 2.3333110604 
38327022181.1 13.6048975472 0.711244525936 0.207762068547 0.935741173291 -1.02073442326 0.370473905556 -0.511506114421 3.06723439888 7.98534984146 
33404372745.0 1.38463296141 1.05451971527 0.40093933229 0.559113213634 -0.91202702886 0.797655955419 0.0367729032365 3.25390143319 0.414643643342 
40960239530.1 7.87150568308 0.210876153269 0.325099865655 0.141629075123 -1.11463246052 0.458458789755 0.146811238476 19.3528964151 8.84256258195 
45314678570.7 4.55186850666 1.1865038806 0.00317331744565 0.691969754839 -1.94951478104 0.00531554096108 -0.332204596024 14.0686481177 6.06021332596 
39162516739.5 9.35374131682 1.33684899082 0.245984541622 0.580728542761 -1.74457771796 0.192917982905 -0.0195393052847 14.512216813 9.67082618883 
53702191953.7 5.70293006528 0.876695373447 0.367376427755 0.986351676395 0.188948426283 0.670030896304 -0.0126350213309 9.20209179432 3.432567456 
37367882983.3 9.00561173658 0.190558733056 0.435802064829 0.445158808772 -1.20868413491 0.703025878042 0.00326012658851 19.103917243 2.75630923138 
21655208797.7 9.7546550639 1.87655472386 0.248286843024 0.522344844589 0.0585991933671 0.166587641894 -0.0725607530322 2.97684296714 6.25597205781 
