# mass logzsol logtau tage delt_trunc sf_tanslope dust1 dust2 dust_index duste_gamma duste_umin duste_qpah 
10000000000.0 -0.338765971339 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.409641144765 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 0.00963305553423 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.159986722822 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 0.121696829023 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.517790813232 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 0.172368425697 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.0792083017073 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.170663474672 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 0.122264312333 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.12972345352 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.377206798263 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.0665346945198 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 0.111560382984 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.0270459336516 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.57247118729 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.0710287258804 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.161233743305 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.0976175791652 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 0.0602072908884 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.150683395459 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 0.00182878827663 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.181613044148 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 0.170551881974 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.560650699376 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.577225840346 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.468690678244 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 0.171225329006 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.273639459607 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 0.011136079607 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.394540416508 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.298030968192 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.20446557069 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.419303464787 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.573587874079 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 0.076705752343 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.0265164973172 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.456280849339 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 0.0808031993107 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 0.154973258926 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.585837698346 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.282596527882 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 0.0393657408493 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.342169069223 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 0.136869399085 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.0635984335824 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.00761246084433 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 0.0925141203731 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 0.136713367677 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.0655199940442 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.41155104364 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.19778750224 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.17445345081 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 0.0568547422582 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.0395217933363 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.119212372146 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.260719353066 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 0.188600456793 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.525514355919 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.146441393446 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.340430816823 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.0598240854035 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.27316630683 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.0801677112104 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.0363959146466 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.36217074897 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.464191201991 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.400449637026 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.090523618087 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.399748636834 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.492269591446 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.467858227065 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.353101132808 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.0964171026106 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.369128826947 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 0.107939819362 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 0.0610800125922 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.278926080884 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.204797958626 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.339147114479 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.162464086242 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.470063821167 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.306644776456 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.0597695165892 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 0.0740939528737 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.409125451244 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.34276439076 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.119603386755 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.183433962848 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.350771723712 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 0.110453493368 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.234899104231 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.40640048584 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.0144115541158 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.390412640828 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.426760450133 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.0353574540225 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 0.0411750476803 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 0.00060908525095 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 0.0565784887238 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.0202422530122 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.334471460067 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 0.180527885442 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.0575528586535 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.42777138084 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.0122863879206 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 0.0628718473861 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
10000000000.0 -0.505858088533 0.0 1.1 0.5 0.0 1.0 1.0 -0.7 0.01 1.0 3.0 
